Timestamp,Action Detected,Male Count,Female Count,Location
2025-01-31 12:34:24,Lone female detected,0,1,Unknown
2025-01-31 12:34:26,Lone female detected,0,1,Unknown
2025-01-31 12:34:29,Lone female detected,0,1,Unknown
2025-01-31 12:34:31,Lone female detected,0,1,Unknown
2025-01-31 12:34:40,Lone female detected,1,1,Unknown
2025-01-31 12:34:43,Lone female detected,0,1,Unknown
2025-01-31 12:34:46,Lone female detected,0,1,Unknown
2025-01-31 12:34:51,Lone female detected,0,1,Unknown
2025-01-31 12:34:59,Lone female detected,0,1,Unknown
2025-01-31 12:35:02,Lone female detected,0,1,Unknown
2025-01-31 12:35:05,Lone female detected,0,1,Unknown
2025-01-31 12:35:07,Lone female detected,0,1,Unknown
2025-01-31 12:35:09,Lone female detected,0,1,Unknown
2025-01-31 12:37:39,Lone female detected,0,1,Unknown
2025-01-31 12:37:47,Lone female detected,0,1,Unknown
2025-01-31 12:37:50,Violence against a woman,1,1,Unknown
2025-01-31 12:37:55,Lone female detected,0,1,Unknown
2025-01-31 12:37:59,Violence against a woman,1,1,Unknown
2025-01-31 12:38:03,Lone female detected,0,1,Unknown
2025-01-31 12:38:07,Lone female detected,0,1,Unknown
2025-01-31 12:38:10,Lone female detected,0,1,Unknown
2025-01-31 12:38:13,Lone female detected,0,1,Unknown
2025-01-31 12:38:16,Lone female detected,0,1,Unknown
2025-01-31 12:38:22,Lone female detected,3,1,Unknown
2025-01-31 12:38:27,Lone female detected,3,1,Unknown
2025-01-31 12:38:30,Violence against a woman,3,1,Unknown
2025-01-31 12:38:56,Lone female detected,1,1,Unknown
2025-01-31 12:39:06,Violence against a woman,1,1,Unknown
2025-01-31 12:39:11,Lone female detected,1,1,Unknown
2025-01-31 12:39:17,Lone female detected,0,1,Unknown
2025-01-31 12:39:21,Lone female detected,0,1,Unknown
2025-01-31 12:39:25,Violence against a woman,1,1,Unknown
2025-01-31 12:39:28,Lone female detected,0,1,Unknown
2025-01-31 12:39:43,Lone female detected,0,1,Unknown
2025-01-31 12:39:48,Lone female detected,3,1,Unknown
2025-01-31 12:40:04,Violence against a woman,1,1,Unknown
2025-01-31 12:40:07,Lone female detected,0,1,Unknown
2025-01-31 12:40:10,Lone female detected,0,1,Unknown
2025-01-31 12:40:14,Lone female detected,0,1,Unknown
2025-01-31 12:40:18,Lone female detected,0,1,Unknown
2025-01-31 12:40:21,Lone female detected,0,1,Unknown
2025-01-31 12:40:25,Lone female detected,0,1,Unknown
2025-01-31 12:40:28,Lone female detected,0,1,Unknown
2025-01-31 12:40:31,Lone female detected,0,1,Unknown
2025-01-31 12:40:34,Lone female detected,0,1,Unknown
2025-01-31 12:40:49,Lone female detected,0,1,Unknown
2025-01-31 12:40:52,Lone female detected,0,1,Unknown
2025-01-31 12:40:57,Lone female detected,0,1,Unknown
2025-01-31 12:40:59,Lone female detected,0,1,Unknown
2025-01-31 12:41:01,Lone female detected,0,1,Unknown
2025-01-31 12:41:08,Lone female detected,0,1,Unknown
2025-01-31 12:41:16,Lone female detected,0,1,Unknown
2025-01-31 12:41:27,Violence against a woman,1,1,Unknown
2025-01-31 12:43:43,Lone female detected,0,1,Unknown
2025-01-31 12:43:50,Lone female detected,0,1,Unknown
2025-01-31 12:43:54,Lone female detected,0,1,Unknown
2025-01-31 12:43:59,Lone female detected,0,1,Unknown
2025-01-31 12:44:04,Lone female detected,0,1,Unknown
2025-01-31 12:44:07,Lone female detected,0,1,Unknown
2025-01-31 12:46:56,Lone female detected,0,1,Unknown
2025-01-31 12:47:36,Violence against a woman,3,1,Unknown
2025-01-31 12:47:41,Violence against a woman,1,1,Unknown
2025-01-31 12:47:44,Lone female detected,0,1,Unknown
2025-01-31 12:47:47,Lone female detected,0,1,Unknown
2025-01-31 12:47:54,Lone female detected,0,1,Unknown
2025-01-31 12:47:57,Lone female detected,0,1,Unknown
2025-01-31 12:48:01,Lone female detected,0,1,Unknown
2025-01-31 12:54:57,Lone female detected,0,1,Unknown
2025-01-31 12:55:01,Lone female detected,1,1,Unknown
2025-01-31 12:55:04,Lone female detected,0,1,Unknown
2025-01-31 12:55:07,Lone female detected,0,1,Unknown
2025-01-31 12:55:13,Lone female detected,0,1,Unknown
2025-01-31 12:55:17,Violence against a woman,1,1,Unknown
2025-01-31 12:55:20,Lone female detected,0,1,Unknown
2025-01-31 12:55:23,Lone female detected,0,1,Unknown
2025-01-31 12:55:25,Lone female detected,0,1,Unknown
2025-01-31 12:55:28,Lone female detected,0,1,Unknown
2025-01-31 12:55:32,Lone female detected,0,1,Unknown
2025-01-31 12:55:41,Lone female detected,3,1,Unknown
2025-01-31 12:59:46,Lone female detected,0,1,Unknown
2025-01-31 12:59:50,Lone female detected,0,1,Unknown
2025-01-31 12:59:53,Lone female detected,0,1,Unknown
2025-01-31 12:59:56,Lone female detected,0,1,Unknown
2025-01-31 13:04:12,Lone female detected,0,1,Unknown
2025-01-31 13:04:18,Lone female detected,0,1,Unknown
2025-01-31 13:04:22,Lone female detected,0,1,Unknown
2025-01-31 13:05:02,Violence against a woman,3,1,Unknown
2025-01-31 13:05:10,Violence against a woman,1,1,Unknown
2025-01-31 13:05:20,Lone female detected,0,1,Unknown
2025-01-31 13:05:23,Lone female detected,0,1,Unknown
2025-01-31 13:07:43,Lone female detected,0,1,Unknown
2025-01-31 13:07:54,Lone female detected,0,1,Unknown
2025-01-31 13:07:59,Lone female detected,0,1,Unknown
2025-01-31 13:08:03,Lone female detected,0,1,Unknown
2025-01-31 13:08:07,Lone female detected,0,1,Unknown
2025-01-31 13:12:06,Lone female detected,0,1,Unknown
2025-01-31 13:12:06,Violence against a woman,1,1,Unknown
2025-01-31 13:12:11,Lone female detected,0,1,Unknown
2025-01-31 13:12:11,Lone female detected,0,1,Unknown
2025-01-31 13:12:16,Lone female detected,0,1,Unknown
2025-01-31 13:12:16,Lone female detected,0,1,Unknown
2025-01-31 13:12:21,Lone female detected,0,1,Unknown
2025-01-31 13:12:21,Lone female detected,0,1,Unknown
2025-01-31 13:12:25,Violence against a woman,1,1,Unknown
2025-01-31 13:12:25,Violence against a woman,1,1,Unknown
2025-01-31 13:12:28,Lone female detected,0,1,Unknown
2025-01-31 13:12:29,Lone female detected,0,1,Unknown
2025-01-31 13:12:30,Lone female detected,0,1,Unknown
2025-01-31 13:12:33,Lone female detected,0,1,Unknown
2025-01-31 13:12:33,Lone female detected,0,1,Unknown
2025-01-31 13:12:35,Lone female detected,0,1,Unknown
2025-01-31 13:12:36,Lone female detected,0,1,Unknown
2025-01-31 13:12:38,Lone female detected,0,1,Unknown
2025-01-31 13:12:40,Lone female detected,0,1,Unknown
2025-01-31 13:12:45,Violence against a woman,3,1,Unknown
2025-01-31 13:12:46,Lone female detected,3,1,Unknown
2025-01-31 13:12:49,Lone female detected,3,1,Unknown
2025-01-31 13:12:50,Lone female detected,3,1,Unknown
2025-01-31 13:12:54,Lone female detected,3,1,Unknown
2025-01-31 13:12:55,Violence against a woman,3,1,Unknown
2025-01-31 13:12:59,Violence against a woman,3,1,Unknown
2025-01-31 13:13:25,Lone female detected,1,1,Unknown
2025-01-31 13:13:26,Violence against a woman,1,1,Unknown
2025-01-31 13:13:29,Lone female detected,0,1,Unknown
2025-01-31 13:13:32,Lone female detected,0,1,Unknown
2025-01-31 13:13:32,Lone female detected,0,1,Unknown
2025-01-31 13:15:57,Lone female detected,0,1,Unknown
2025-01-31 13:15:57,Lone female detected,0,1,Unknown
2025-01-31 13:16:00,Lone female detected,0,1,Unknown
2025-01-31 13:16:00,Lone female detected,0,1,Unknown
2025-01-31 13:16:03,Lone female detected,0,1,Unknown
2025-01-31 13:16:03,Lone female detected,0,1,Unknown
2025-01-31 13:17:24,Lone female detected,0,1,Unknown
2025-01-31 13:17:29,Lone female detected,0,1,Unknown
2025-01-31 13:17:35,Lone female detected,0,1,Unknown
2025-01-31 13:17:38,Lone female detected,0,1,Unknown
2025-01-31 13:17:41,Lone female detected,0,1,Unknown
2025-01-31 13:17:43,Lone female detected,0,1,Unknown
2025-01-31 13:17:45,Lone female detected,0,1,Unknown
2025-01-31 13:17:48,Lone female detected,0,1,Unknown
2025-01-31 13:17:50,Lone female detected,0,1,Unknown
2025-01-31 13:17:52,Lone female detected,0,1,Unknown
2025-01-31 13:17:54,Lone female detected,0,1,Unknown
2025-01-31 13:17:57,Lone female detected,0,1,Unknown
2025-01-31 13:17:59,Lone female detected,0,1,Unknown
2025-01-31 13:28:53,Lone female detected,0,1,Unknown
2025-01-31 13:29:03,Lone female detected,0,1,Unknown
2025-01-31 13:29:07,Lone female detected,0,1,Unknown
2025-01-31 13:29:10,Lone female detected,0,1,Unknown
2025-01-31 13:29:12,Lone female detected,0,1,Unknown
2025-01-31 13:29:15,Lone female detected,0,1,Unknown
2025-01-31 13:29:18,Lone female detected,0,1,Unknown
2025-01-31 13:29:21,Lone female detected,0,1,Unknown
2025-01-31 13:29:23,Lone female detected,0,1,Unknown
2025-01-31 13:29:26,Lone female detected,0,1,Unknown
2025-01-31 13:31:53,Lone female detected,0,1,Unknown
2025-01-31 13:32:01,Violence against a woman,1,1,Unknown
2025-01-31 13:32:07,Lone female detected,0,1,Unknown
2025-01-31 13:32:12,Lone female detected,0,1,Unknown
2025-01-31 13:32:17,Lone female detected,0,1,Unknown
2025-01-31 13:32:21,Violence against a woman,1,1,Unknown
2025-01-31 13:32:23,Lone female detected,0,1,Unknown
2025-01-31 13:32:26,Lone female detected,0,1,Unknown
2025-01-31 13:32:29,Lone female detected,0,1,Unknown
2025-01-31 13:32:32,Lone female detected,0,1,Unknown
2025-01-31 13:32:36,Lone female detected,3,1,Unknown
2025-01-31 13:32:40,Lone female detected,3,1,Unknown
2025-01-31 13:32:46,Violence against a woman,3,1,Unknown
2025-01-31 13:33:01,Lone female detected,0,1,Unknown
2025-01-31 13:33:05,Lone female detected,0,1,Unknown
2025-01-31 13:33:08,Lone female detected,0,1,Unknown
2025-01-31 13:33:11,Lone female detected,0,1,Unknown
2025-01-31 13:33:16,Lone female detected,0,1,Unknown
2025-01-31 13:44:13,Lone female detected,1,1,Unknown
2025-01-31 13:44:19,Violence against a woman,1,1,Unknown
2025-01-31 13:44:24,Lone female detected,0,1,Unknown
2025-01-31 13:44:27,Lone female detected,0,1,Unknown
2025-01-31 13:44:32,Lone female detected,0,1,Unknown
2025-01-31 13:45:48,Lone female detected,0,1,Unknown
2025-01-31 13:45:53,Lone female detected,0,1,Unknown
2025-01-31 13:45:58,Lone female detected,0,1,Unknown
2025-01-31 13:46:03,Lone female detected,0,1,Unknown
2025-01-31 13:46:07,Violence against a woman,1,1,Unknown
2025-01-31 13:46:11,Violence against a woman,1,1,Unknown
2025-01-31 13:46:17,Lone female detected,0,1,Unknown
2025-01-31 13:46:22,Lone female detected,0,1,Unknown
2025-01-31 13:46:26,Lone female detected,0,1,Unknown
2025-01-31 13:46:28,Lone female detected,0,1,Unknown
2025-01-31 13:46:31,Lone female detected,0,1,Unknown
2025-01-31 13:46:34,Lone female detected,0,1,Unknown
2025-01-31 13:46:36,Lone female detected,0,1,Unknown
2025-01-31 13:46:39,Lone female detected,0,1,Unknown
2025-01-31 13:46:41,Lone female detected,0,1,Unknown
2025-01-31 13:46:46,Violence against a woman,3,1,Unknown
2025-01-31 13:46:53,Lone female detected,0,1,Unknown
2025-01-31 13:46:56,Lone female detected,0,1,Unknown
2025-01-31 13:47:00,Lone female detected,0,1,Unknown
2025-01-31 13:47:05,Lone female detected,0,1,Unknown
2025-01-31 13:47:09,Violence against a woman,1,1,Unknown
2025-01-31 13:47:12,Lone female detected,0,1,Unknown
2025-01-31 13:47:15,Lone female detected,0,1,Unknown
2025-01-31 13:47:18,Lone female detected,0,1,Unknown
2025-01-31 14:00:24,Lone female detected,1,1,Unknown
2025-01-31 14:00:30,Lone female detected,0,1,Unknown
2025-01-31 14:00:36,Lone female detected,0,1,Unknown
2025-01-31 14:00:40,Violence against a woman,1,1,Unknown
2025-01-31 14:00:44,Lone female detected,0,1,Unknown
2025-01-31 14:00:47,Lone female detected,0,1,Unknown
2025-01-31 14:00:50,Lone female detected,0,1,Unknown
2025-01-31 14:00:52,Lone female detected,0,1,Unknown
2025-01-31 14:00:57,Lone female detected,0,1,Unknown
2025-01-31 14:44:14,Lone female detected,0,1,Unknown
2025-01-31 14:44:20,Lone female detected,0,1,Unknown
2025-01-31 14:44:22,Lone female detected,0,1,Unknown
2025-01-31 14:44:28,Lone female detected,1,1,Unknown
2025-01-31 14:44:32,Lone female detected,0,1,Unknown
2025-01-31 14:44:35,Lone female detected,0,1,Unknown
2025-01-31 14:44:41,Lone female detected,0,1,Unknown
2025-01-31 14:44:45,Violence against a woman,1,1,Unknown
2025-01-31 14:44:49,Lone female detected,0,1,Unknown
2025-01-31 14:44:52,Lone female detected,0,1,Unknown
2025-01-31 14:44:56,Lone female detected,0,1,Unknown
2025-01-31 14:44:59,Lone female detected,0,1,Unknown
2025-01-31 14:45:03,Lone female detected,1,1,Unknown
2025-01-31 14:45:09,Lone female detected,2,1,Unknown
2025-01-31 14:45:34,Lone female detected,0,1,Unknown
2025-01-31 14:45:38,Lone female detected,1,1,Unknown
2025-01-31 14:46:11,Violence against a woman,2,1,Unknown
2025-01-31 14:46:15,Violence against a woman,2,1,Unknown
2025-01-31 14:46:18,Violence against a woman,2,1,Unknown
2025-01-31 14:46:23,Violence against a woman,2,1,Unknown
2025-01-31 14:46:27,Violence against a woman,3,1,Unknown
2025-01-31 14:46:40,Lone female detected,2,1,Unknown
2025-01-31 14:46:44,Violence against a woman,2,1,Unknown
2025-01-31 14:46:53,Violence against a woman,3,1,Unknown
2025-01-31 16:01:00,Lone female detected,3,1,Unknown
2025-01-31 16:01:07,Lone female detected,0,1,Unknown
2025-01-31 16:01:11,Lone female detected,0,1,Unknown
2025-01-31 16:01:19,Lone female detected,0,1,Unknown
2025-01-31 16:01:23,Lone female detected,0,1,Unknown
2025-01-31 16:01:26,Lone female detected,0,1,Unknown
2025-01-31 16:01:29,Lone female detected,0,1,Unknown
2025-01-31 16:01:33,Lone female detected,0,1,Unknown
2025-01-31 16:01:36,Lone female detected,0,1,Unknown
2025-01-31 16:01:39,Lone female detected,0,1,Unknown
2025-01-31 16:01:45,Lone female detected,0,1,Unknown
2025-01-31 16:01:49,Violence against a woman,1,1,Unknown
2025-01-31 16:01:52,Lone female detected,0,1,Unknown
2025-01-31 16:01:59,Lone female detected,0,1,Unknown
2025-01-31 16:02:02,Lone female detected,0,1,Unknown
2025-01-31 16:02:05,Lone female detected,0,1,Unknown
2025-01-31 16:02:09,Violence against a woman,1,1,Unknown
2025-01-31 16:12:56,Lone female detected,0,1,Unknown
2025-01-31 16:13:01,Lone female detected,0,1,Unknown
2025-01-31 16:13:04,Lone female detected,0,1,Unknown
2025-01-31 16:13:07,Lone female detected,0,1,Unknown
2025-01-31 16:13:11,Lone female detected,0,1,Unknown
2025-01-31 16:13:15,Lone female detected,0,1,Unknown
2025-01-31 16:13:17,Lone female detected,0,1,Unknown
2025-01-31 16:13:20,Lone female detected,0,1,Unknown
2025-01-31 16:13:22,Lone female detected,0,1,Unknown
2025-01-31 16:19:29,Lone female detected,0,1,Unknown
2025-01-31 16:19:35,Lone female detected,0,1,Unknown
2025-01-31 16:19:40,Lone female detected,0,1,Unknown
2025-01-31 16:19:43,Lone female detected,0,1,Unknown
2025-01-31 16:19:45,Lone female detected,0,1,Unknown
2025-01-31 16:19:48,Lone female detected,0,1,Unknown
2025-01-31 16:19:50,Lone female detected,0,1,Unknown
2025-01-31 16:19:52,Lone female detected,0,1,Unknown
2025-01-31 16:19:54,Lone female detected,0,1,Unknown
2025-01-31 16:19:57,Lone female detected,0,1,Unknown
2025-01-31 16:19:59,Lone female detected,0,1,Unknown
2025-01-31 16:20:03,Violence against a woman,3,1,Unknown
2025-01-31 16:20:07,Lone female detected,3,1,Unknown
2025-01-31 16:20:11,Lone female detected,3,1,Unknown
2025-01-31 16:20:15,Violence against a woman,3,1,Unknown
2025-01-31 16:20:22,Lone female detected,0,1,Unknown
2025-01-31 16:20:27,Violence against a woman,1,1,Unknown
2025-01-31 16:20:32,Lone female detected,0,1,Unknown
2025-01-31 16:20:37,Lone female detected,0,1,Unknown
2025-01-31 16:20:40,Violence against a woman,1,1,Unknown
2025-01-31 16:20:43,Lone female detected,0,1,Unknown
2025-01-31 16:20:46,Lone female detected,0,1,Unknown
2025-01-31 16:20:49,Lone female detected,0,1,Unknown
2025-01-31 16:20:51,Lone female detected,0,1,Unknown
2025-01-31 16:20:54,Lone female detected,0,1,Unknown
2025-01-31 16:20:57,Lone female detected,0,1,Unknown
2025-01-31 16:21:01,Lone female detected,0,1,Unknown
2025-01-31 16:21:04,Lone female detected,0,1,Unknown
2025-01-31 16:21:07,Lone female detected,0,1,Unknown
2025-01-31 16:21:12,Lone female detected,0,1,Unknown
2025-01-31 16:21:16,Violence against a woman,1,1,Unknown
2025-01-31 16:21:18,Lone female detected,0,1,Unknown
2025-01-31 16:21:20,Lone female detected,0,1,Unknown
2025-01-31 16:21:22,Lone female detected,0,1,Unknown
2025-01-31 16:21:25,Lone female detected,0,1,Unknown
2025-01-31 16:21:27,Lone female detected,0,1,Unknown
2025-01-31 16:21:30,Lone female detected,0,1,Unknown
2025-01-31 16:21:32,Lone female detected,0,1,Unknown
2025-01-31 16:21:35,Lone female detected,3,1,Unknown
2025-01-31 16:21:39,Violence against a woman,3,1,Unknown
2025-01-31 16:21:58,Lone female detected,2,1,Unknown
2025-01-31 16:22:01,Lone female detected,2,1,Unknown
2025-01-31 16:22:05,Violence against a woman,1,1,Unknown
2025-01-31 16:22:10,Violence against a woman,1,1,Unknown
2025-01-31 16:22:13,Violence against a woman,1,1,Unknown
2025-01-31 16:22:20,Lone female detected,1,1,Unknown
2025-01-31 16:22:23,Violence against a woman,1,1,Unknown
2025-01-31 16:22:26,Lone female detected,1,1,Unknown
2025-01-31 16:22:28,Lone female detected,1,1,Unknown
2025-01-31 16:22:33,Lone female detected,1,1,Unknown
2025-01-31 16:22:35,Violence against a woman,1,1,Unknown
2025-01-31 16:22:38,Violence against a woman,1,1,Unknown
2025-01-31 16:22:41,Violence against a woman,1,1,Unknown
2025-01-31 16:22:43,Violence against a woman,1,1,Unknown
2025-01-31 16:22:46,Lone female detected,1,1,Unknown
2025-01-31 16:22:48,Violence against a woman,1,1,Unknown
2025-01-31 16:22:51,Violence against a woman,1,1,Unknown
2025-01-31 16:22:53,Lone female detected,1,1,Unknown
2025-01-31 16:22:56,Violence against a woman,1,1,Unknown
2025-01-31 16:23:00,Violence against a woman,1,1,Unknown
2025-01-31 16:23:07,Violence against a woman,1,1,Unknown
2025-01-31 16:23:11,Lone female detected,1,1,Unknown
2025-01-31 16:23:27,Lone female detected,0,1,Unknown
2025-01-31 16:23:30,Lone female detected,1,1,Unknown
2025-01-31 16:23:34,Lone female detected,0,1,Unknown
2025-01-31 16:23:37,Lone female detected,1,1,Unknown
2025-01-31 16:23:41,Lone female detected,0,1,Unknown
2025-01-31 16:23:46,Violence against a woman,1,1,Unknown
2025-01-31 16:23:49,Lone female detected,0,1,Unknown
2025-01-31 16:23:51,Lone female detected,0,1,Unknown
2025-01-31 16:23:53,Lone female detected,0,1,Unknown
2025-01-31 16:23:55,Lone female detected,0,1,Unknown
2025-01-31 16:24:05,Lone female detected,3,1,Unknown
2025-01-31 16:24:08,Lone female detected,3,1,Unknown
2025-01-31 16:24:11,Lone female detected,3,1,Unknown
2025-01-31 16:24:14,Violence against a woman,2,1,Unknown
2025-01-31 16:24:17,Lone female detected,3,1,Unknown
2025-01-31 16:24:21,Lone female detected,3,1,Unknown
2025-01-31 16:24:26,Lone female detected,3,1,Unknown
2025-01-31 16:24:43,Lone female detected,1,1,Unknown
2025-01-31 16:24:47,Lone female detected,1,1,Unknown
2025-01-31 16:24:51,Lone female detected,2,1,Unknown
2025-01-31 16:24:53,Lone female detected,1,1,Unknown
2025-01-31 16:24:56,Lone female detected,1,1,Unknown
2025-01-31 16:25:06,Lone female detected,2,1,Unknown
2025-01-31 16:25:09,Lone female detected,2,1,Unknown
2025-01-31 16:25:13,Lone female detected,2,1,Unknown
2025-01-31 16:25:16,Lone female detected,2,1,Unknown
2025-01-31 16:25:20,Violence against a woman,2,1,Unknown
2025-01-31 16:25:23,Lone female detected,2,1,Unknown
2025-01-31 16:25:29,Lone female detected,1,1,Unknown
2025-01-31 16:25:31,Violence against a woman,1,1,Unknown
2025-01-31 16:25:34,Lone female detected,0,1,Unknown
2025-01-31 16:25:37,Lone female detected,2,1,Unknown
2025-01-31 16:25:41,Violence against a woman,2,1,Unknown
2025-01-31 16:25:50,Lone female detected,0,1,Unknown
2025-01-31 16:25:52,Lone female detected,0,1,Unknown
2025-01-31 16:25:55,Lone female detected,0,1,Unknown
2025-01-31 16:30:16,Violence against a woman,1,1,Unknown
2025-01-31 16:30:29,Violence against a woman,1,1,Unknown
2025-01-31 16:30:33,Violence against a woman,1,1,Unknown
2025-01-31 16:30:36,Lone female detected,1,1,Unknown
2025-01-31 16:30:39,Lone female detected,0,1,Unknown
2025-01-31 16:31:14,Violence against a woman,2,1,Unknown
2025-01-31 16:31:21,Lone female detected,0,1,Unknown
2025-01-31 16:31:24,Violence against a woman,1,1,Unknown
2025-01-31 16:31:27,Lone female detected,0,1,Unknown
2025-01-31 16:31:30,Lone female detected,0,1,Unknown
2025-01-31 16:31:38,Violence against a woman,2,1,Unknown
2025-01-31 16:31:42,Violence against a woman,2,1,Unknown
2025-01-31 16:31:45,Lone female detected,0,1,Unknown
2025-01-31 16:31:49,Violence against a woman,1,1,Unknown
2025-01-31 16:31:52,Violence against a woman,2,3,Unknown
2025-01-31 16:31:55,Violence against a woman,1,3,Unknown
2025-01-31 16:31:59,Violence against a woman,1,1,Unknown
2025-01-31 16:45:10,Violence against a woman,3,1,Unknown
2025-01-31 16:45:16,Lone female detected,1,1,Unknown
2025-01-31 16:45:21,Lone female detected,0,1,Unknown
2025-01-31 16:45:26,Lone female detected,0,1,Unknown
2025-01-31 16:45:30,Lone female detected,0,1,Unknown
2025-01-31 16:45:32,Lone female detected,0,1,Unknown
2025-01-31 16:45:38,Lone female detected,1,1,Unknown
2025-01-31 16:46:17,Lone female detected,0,1,Unknown
2025-01-31 16:46:18,Lone female detected,0,1,Unknown
2025-01-31 16:46:18,Lone female detected,0,1,Unknown
2025-01-31 16:46:18,Lone female detected,0,1,Unknown
2025-01-31 16:46:19,Lone female detected,0,1,Unknown
2025-01-31 16:46:19,Lone female detected,0,1,Unknown
2025-01-31 16:46:20,Lone female detected,0,1,Unknown
2025-01-31 16:46:20,Lone female detected,0,1,Unknown
2025-01-31 16:46:21,Lone female detected,0,1,Unknown
2025-01-31 16:46:21,Lone female detected,0,1,Unknown
2025-01-31 16:46:22,Lone female detected,0,1,Unknown
2025-01-31 16:46:22,Lone female detected,0,1,Unknown
2025-01-31 16:46:22,Lone female detected,0,1,Unknown
2025-01-31 16:46:23,Lone female detected,0,1,Unknown
2025-01-31 16:46:23,Lone female detected,0,1,Unknown
2025-01-31 16:46:24,Lone female detected,0,1,Unknown
2025-01-31 16:46:24,Lone female detected,0,1,Unknown
2025-01-31 16:46:25,Lone female detected,0,1,Unknown
2025-01-31 16:46:25,Lone female detected,0,1,Unknown
2025-01-31 16:46:25,Lone female detected,0,1,Unknown
2025-01-31 16:46:26,Lone female detected,0,1,Unknown
2025-01-31 16:46:26,Lone female detected,0,1,Unknown
2025-01-31 16:46:27,Lone female detected,0,1,Unknown
2025-01-31 16:46:27,Lone female detected,0,1,Unknown
2025-01-31 16:46:27,Lone female detected,0,1,Unknown
2025-01-31 16:46:28,Lone female detected,0,1,Unknown
2025-01-31 16:46:28,Lone female detected,0,1,Unknown
2025-01-31 16:46:29,Lone female detected,0,1,Unknown
2025-01-31 16:46:29,Lone female detected,0,1,Unknown
2025-01-31 16:46:29,Lone female detected,0,1,Unknown
2025-01-31 16:46:30,Lone female detected,0,1,Unknown
2025-01-31 16:46:30,Lone female detected,0,1,Unknown
2025-01-31 16:46:31,Lone female detected,0,1,Unknown
2025-01-31 16:46:31,Lone female detected,0,1,Unknown
2025-01-31 16:46:31,Lone female detected,0,1,Unknown
2025-01-31 16:46:32,Lone female detected,0,1,Unknown
2025-01-31 16:46:32,Lone female detected,0,1,Unknown
2025-01-31 16:46:37,Lone female detected,0,1,Unknown
2025-01-31 16:46:37,Lone female detected,0,1,Unknown
2025-01-31 16:46:38,Lone female detected,0,1,Unknown
2025-01-31 16:46:39,Violence against a woman,2,1,Unknown
2025-01-31 16:46:40,Violence against a woman,2,1,Unknown
2025-01-31 16:54:34,Lone female detected,3,1,Unknown
2025-01-31 16:54:35,Lone female detected,3,1,Unknown
2025-01-31 16:54:36,Lone female detected,0,1,Unknown
2025-01-31 16:54:37,Lone female detected,0,1,Unknown
2025-01-31 16:54:41,Lone female detected,1,1,Unknown
2025-01-31 16:54:41,Lone female detected,1,1,Unknown
2025-01-31 16:54:42,Lone female detected,0,1,Unknown
2025-01-31 16:54:43,Lone female detected,0,1,Unknown
2025-01-31 16:54:43,Lone female detected,0,1,Unknown
2025-01-31 16:54:43,Lone female detected,0,1,Unknown
2025-01-31 16:54:44,Lone female detected,0,1,Unknown
2025-01-31 16:54:44,Lone female detected,0,1,Unknown
2025-01-31 16:54:47,Lone female detected,0,1,Unknown
2025-01-31 16:54:47,Lone female detected,0,1,Unknown
2025-01-31 16:54:48,Lone female detected,0,1,Unknown
2025-01-31 16:54:48,Lone female detected,0,1,Unknown
2025-01-31 16:54:49,Lone female detected,0,1,Unknown
2025-01-31 16:54:52,Lone female detected,0,1,Unknown
2025-01-31 16:58:53,Lone female detected,0,1,Unknown
2025-01-31 16:59:02,Lone female detected,0,1,Unknown
2025-01-31 16:59:07,Lone female detected,0,1,Unknown
2025-01-31 16:59:13,Lone female detected,0,1,Unknown
2025-01-31 16:59:20,Lone female detected,0,1,Unknown
2025-01-31 16:59:25,Lone female detected,0,1,Unknown
2025-01-31 16:59:30,Lone female detected,0,1,Unknown
2025-01-31 16:59:37,Lone female detected,0,1,Unknown
2025-01-31 16:59:43,Lone female detected,0,1,Unknown
2025-01-31 16:59:49,Lone female detected,0,1,Unknown
2025-01-31 16:59:53,Lone female detected,0,1,Unknown
2025-01-31 17:00:00,Lone female detected,0,1,Unknown
2025-01-31 17:00:19,Lone female detected,0,1,Unknown
2025-01-31 17:00:28,Violence against a woman,1,1,Unknown
2025-01-31 17:00:38,Lone female detected,0,1,Unknown
2025-01-31 17:00:47,Lone female detected,0,1,Unknown
2025-01-31 17:00:57,Lone female detected,0,1,Unknown
2025-01-31 17:01:04,Lone female detected,3,1,Unknown
2025-01-31 17:01:13,Lone female detected,3,1,Unknown
2025-01-31 17:02:22,Violence against a woman,1,1,Unknown
2025-01-31 17:02:33,Lone female detected,0,1,Unknown
2025-01-31 17:02:44,Lone female detected,0,1,Unknown
2025-01-31 17:02:52,Lone female detected,0,1,Unknown
2025-01-31 17:02:57,Lone female detected,0,1,Unknown
2025-01-31 17:04:11,Violence against a woman,1,1,Unknown
2025-01-31 17:04:21,Violence against a woman,1,1,Unknown
2025-01-31 17:04:29,Violence against a woman,1,1,Unknown
2025-01-31 17:04:37,Lone female detected,0,1,Unknown
2025-01-31 17:04:50,Lone female detected,3,1,Unknown
2025-01-31 17:04:59,Violence against a woman,3,1,Unknown
2025-01-31 17:06:59,Lone female detected,0,1,Unknown
2025-01-31 17:07:08,Lone female detected,0,1,Unknown
2025-01-31 17:07:15,Lone female detected,0,1,Unknown
2025-01-31 17:07:19,Violence against a woman,1,1,Unknown
2025-01-31 17:07:23,Lone female detected,0,1,Unknown
2025-01-31 17:07:28,Lone female detected,0,1,Unknown
