Timestamp,Action Detected,Male Count,Female Count,Location
2024-12-04 21:58:04,Lone female detected,0,1,Unknown
2024-12-04 21:58:15,Lone female detected,1,1,Unknown
2024-12-04 21:58:19,Lone female detected,0,1,Unknown
2024-12-04 21:58:25,Lone female detected,1,1,Unknown
2024-12-04 22:01:31,Violence against a woman,7,2,helloWorld
2024-12-04 22:01:46,Violence against a woman,4,1,helloWorld
2024-12-04 22:01:53,Lone female detected,0,1,helloWorld
2024-12-04 22:01:57,Lone female detected,0,1,helloWorld
2024-12-04 22:02:02,Lone female detected,0,1,helloWorld
2024-12-04 22:02:14,Lone female detected,0,1,helloWorld
2024-12-04 22:02:19,Lone female detected,0,1,helloWorld
2024-12-04 23:43:53,Lone female detected,0,1,Unknown
2024-12-05 11:35:33,Violence against a woman,6,1,Unknown
2024-12-05 14:32:47,Lone female detected,1,1,12
2024-12-05 14:33:01,Lone female detected,0,1,12
2024-12-05 17:12:41,Violence against a woman,2,1,12
2024-12-05 17:12:50,Violence against a woman,2,1,12
2024-12-05 17:13:04,Violence against a woman,1,1,12
2024-12-05 17:13:12,Lone female detected,0,1,12
2024-12-06 10:22:20,Lone female detected,3,1,aditya
2024-12-06 17:14:22,Violence against a woman,3,1,aditya
2024-12-06 20:16:56,Lone female detected,0,1,adi
2024-12-06 20:17:02,Lone female detected,0,1,adi
2024-12-06 20:17:05,Lone female detected,0,1,adi
2024-12-06 20:17:07,Lone female detected,0,1,adi
2024-12-06 20:17:10,Lone female detected,0,1,adi
2024-12-06 20:17:12,Lone female detected,0,1,adi
2024-12-06 20:17:16,Lone female detected,0,1,adi
2024-12-06 20:17:20,Lone female detected,0,1,adi
2024-12-06 20:17:39,Violence against a woman,1,1,adi
2024-12-06 20:17:42,Lone female detected,0,1,adi
2024-12-06 20:17:45,Lone female detected,0,1,adi
2024-12-06 20:17:56,Lone female detected,0,1,adi
2024-12-06 20:18:02,Lone female detected,3,1,adi
2024-12-06 20:18:11,Lone female detected,3,1,adi
2024-12-06 20:18:20,Violence against a woman,3,1,adi
2024-12-06 20:18:25,Lone female detected,1,1,adi
2024-12-06 20:18:29,Lone female detected,0,1,adi
2024-12-06 20:18:32,Lone female detected,0,1,adi
2024-12-06 20:18:35,Lone female detected,0,1,adi
2024-12-06 20:18:38,Lone female detected,0,1,adi
2024-12-06 22:21:21,Violence against a woman,1,1,test
2024-12-06 22:21:38,Lone female detected,0,1,test
2024-12-06 22:21:41,Lone female detected,0,1,test
2024-12-06 22:21:45,Lone female detected,0,1,test
2024-12-06 22:21:51,Lone female detected,0,1,test
2024-12-06 22:21:58,Lone female detected,3,1,test
2024-12-06 22:22:03,Lone female detected,3,1,test
2024-12-06 22:22:07,Lone female detected,3,1,test
2024-12-06 22:22:11,Violence against a woman,3,1,test
2024-12-06 22:22:20,Lone female detected,0,1,test
2024-12-06 22:22:23,Lone female detected,0,1,test
2024-12-06 22:22:26,Lone female detected,0,1,test
2024-12-06 22:22:28,Lone female detected,0,1,test
2024-12-06 22:42:55,Lone female detected,0,1,testing
2024-12-06 22:43:01,Lone female detected,0,1,testing
2024-12-06 22:43:03,Lone female detected,0,1,testing
2024-12-06 22:43:06,Lone female detected,0,1,testing
2024-12-06 22:43:08,Lone female detected,0,1,testing
2024-12-06 22:43:10,Lone female detected,0,1,testing
2024-12-06 22:43:13,Lone female detected,0,1,testing
2024-12-06 22:43:20,Lone female detected,0,1,testing
2024-12-06 22:43:23,Lone female detected,0,1,testing
2024-12-06 22:43:28,Lone female detected,0,1,testing
2024-12-06 22:43:35,Lone female detected,0,1,testing
2024-12-06 22:43:42,Lone female detected,0,1,testing
2024-12-06 22:43:50,Violence against a woman,1,1,testing
2024-12-06 22:44:08,Lone female detected,3,1,testing
2024-12-06 22:44:11,Violence against a woman,3,1,testing
2024-12-06 22:44:16,Lone female detected,2,1,testing
2024-12-06 22:44:22,Violence against a woman,3,1,testing
2024-12-06 22:44:26,Lone female detected,3,1,testing
2024-12-06 22:44:33,Lone female detected,3,1,testing
2024-12-06 23:07:28,Lone female detected,1,1,shahad
2024-12-06 23:07:32,Lone female detected,2,1,shahad
2024-12-06 23:07:37,Violence against a woman,3,1,shahad
2024-12-06 23:07:41,Violence against a woman,3,1,shahad
2024-12-06 23:07:45,Violence against a woman,4,2,shahad
2024-12-06 23:07:59,Lone female detected,0,1,shahad
2024-12-06 23:08:02,Lone female detected,0,1,shahad
2024-12-06 23:08:06,Lone female detected,0,1,shahad
2024-12-06 23:08:08,Lone female detected,0,1,shahad
2024-12-06 23:08:12,Lone female detected,0,1,shahad
2024-12-06 23:08:14,Lone female detected,0,1,shahad
2024-12-06 23:08:23,Lone female detected,3,1,shahad
2024-12-06 23:08:27,Lone female detected,3,1,shahad
2024-12-06 23:08:30,Lone female detected,1,1,shahad
2024-12-06 23:14:48,Lone female detected,3,1,ui
2024-12-06 23:14:52,Violence against a woman,3,1,ui
2024-12-06 23:14:55,Lone female detected,3,1,ui
2024-12-06 23:14:59,Lone female detected,3,1,ui
2024-12-06 23:15:02,Violence against a woman,3,1,ui
2024-12-06 23:15:34,Violence against a woman,1,1,ui
2024-12-06 23:15:36,Lone female detected,0,1,ui
2024-12-06 23:15:40,Lone female detected,0,1,ui
2024-12-06 23:15:45,Lone female detected,0,1,ui
2024-12-06 23:15:48,Lone female detected,0,1,ui
2024-12-06 23:15:54,Lone female detected,3,1,ui
2024-12-06 23:15:59,Lone female detected,3,1,ui
2024-12-06 23:16:03,Lone female detected,3,1,ui
2024-12-06 23:16:07,Violence against a woman,3,1,ui
2024-12-06 23:22:44,Violence against a woman,5,1,let
2024-12-06 23:23:09,Violence against a woman,1,1,let
2024-12-06 23:23:22,Violence against a woman,1,1,let
2024-12-06 23:23:46,Violence against a woman,1,1,let
2024-12-06 23:23:49,Lone female detected,1,1,let
2024-12-06 23:23:54,Violence against a woman,2,1,let
2024-12-06 23:23:56,Lone female detected,2,1,let
2024-12-06 23:23:58,Violence against a woman,3,1,let
2024-12-06 23:24:15,Violence against a woman,1,1,let
2024-12-06 23:32:55,Violence against a woman,2,1,qw
2024-12-06 23:33:03,Lone female detected,2,1,qw
2024-12-06 23:33:06,Lone female detected,2,1,qw
2024-12-06 23:33:08,Lone female detected,2,1,qw
2024-12-06 23:33:10,Lone female detected,1,1,qw
2024-12-06 23:33:13,Violence against a woman,1,1,qw
2024-12-06 23:33:15,Violence against a woman,1,1,qw
2024-12-06 23:33:25,Lone female detected,2,1,qw
2024-12-06 23:33:33,Lone female detected,0,1,qw
2024-12-06 23:34:13,Lone female detected,0,1,qw
2024-12-06 23:34:15,Lone female detected,0,1,qw
2024-12-06 23:34:21,Lone female detected,0,1,qw
2024-12-06 23:34:23,Violence against a woman,2,1,qw
2024-12-06 23:34:33,Violence against a woman,0,1,qw
2024-12-06 23:34:34,Lone female detected,0,1,qw
2024-12-06 23:34:37,Violence against a woman,2,1,qw
2024-12-06 23:34:39,Violence against a woman,2,1,qw
2024-12-06 23:34:40,Violence against a woman,1,1,qw
2024-12-06 23:34:49,Lone female detected,2,1,qw
2024-12-06 23:35:10,Violence against a woman,2,1,qw
2024-12-06 23:35:16,Violence against a woman,8,1,qw
2024-12-06 23:35:19,Violence against a woman,2,1,qw
2024-12-06 23:35:23,Lone female detected,0,1,qw
2024-12-06 23:35:25,Lone female detected,0,1,qw
2024-12-06 23:35:27,Violence against a woman,2,1,qw
2024-12-06 23:35:30,Violence against a woman,2,2,qw
2024-12-06 23:35:32,Violence against a woman,2,1,qw
2024-12-11 21:32:24,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:32:39,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:32:52,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:33:22,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:33:41,Violence against a woman,1,2,afrazeshanika
2024-12-11 21:33:57,Violence against a woman,1,2,afrazeshanika
2024-12-11 21:34:11,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:34:25,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:34:39,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:35:24,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:35:44,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:36:00,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:36:17,Lone female detected,1,1,afrazeshanika
2024-12-11 21:36:34,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:40:17,Violence against a woman,6,1,afrazeshanika
2024-12-11 21:40:49,Violence against a woman,6,2,afrazeshanika
2024-12-11 21:41:09,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:41:34,Violence against a woman,3,2,afrazeshanika
2024-12-11 21:42:01,Violence against a woman,4,2,afrazeshanika
2024-12-11 21:42:43,Violence against a woman,5,1,afrazeshanika
2024-12-11 21:43:15,Violence against a woman,4,2,afrazeshanika
2024-12-11 21:44:09,Violence against a woman,8,1,afrazeshanika
2024-12-11 21:44:41,Violence against a woman,8,1,afrazeshanika
2024-12-11 21:44:52,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:48:51,Lone female detected,0,1,afrazeshanika
2024-12-11 21:48:59,Lone female detected,0,1,afrazeshanika
2024-12-11 21:50:51,Lone female detected,0,1,afrazeshanika
2024-12-11 21:50:59,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:06,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:13,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:20,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:27,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:35,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:43,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:50,Lone female detected,0,1,afrazeshanika
2024-12-11 21:51:57,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:04,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:13,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:20,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:27,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:36,Lone female detected,0,1,afrazeshanika
2024-12-11 21:52:44,Lone female detected,0,1,afrazeshanika
2024-12-11 21:54:56,Violence against a woman,4,1,afrazeshanika
2024-12-11 21:55:11,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:55:19,Lone female detected,0,1,afrazeshanika
2024-12-11 21:55:28,Lone female detected,0,1,afrazeshanika
2024-12-11 21:55:46,Violence against a woman,2,2,afrazeshanika
2024-12-11 21:55:57,Violence against a woman,1,1,afrazeshanika
2024-12-11 21:56:18,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:56:58,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:57:14,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:57:30,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:57:45,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:57:59,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:58:13,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:58:26,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:58:41,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:58:54,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:59:09,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:59:23,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:59:37,Violence against a woman,2,1,afrazeshanika
2024-12-11 21:59:52,Violence against a woman,2,1,afrazeshanika
2024-12-11 22:00:07,Violence against a woman,2,1,afrazeshanika
2024-12-11 22:00:22,Violence against a woman,2,1,afrazeshanika
2024-12-11 22:00:38,Violence against a woman,2,1,afrazeshanika
2024-12-11 22:00:54,Violence against a woman,2,1,afrazeshanika
2024-12-12 01:16:46,Lone female detected,1,1,adityaa
2024-12-12 01:53:26,Lone female detected,0,1,adityaa
2024-12-12 01:53:38,Lone female detected,0,1,adityaa
2024-12-12 02:20:24,Violence against a woman,4,2,adityaa
2024-12-12 07:29:38,Violence against a woman,4,2,adityaa
2024-12-12 07:29:51,Violence against a woman,1,1,adityaa
2025-01-31 08:49:17,Lone female detected,0,1,Unknown
2025-01-31 08:49:28,Lone female detected,0,1,Unknown
2025-01-31 09:00:19,Lone female detected,0,1,Unknown
2025-01-31 09:00:47,Lone female detected,0,1,Unknown
2025-01-31 09:05:18,Violence against a woman,1,1,Unknown
2025-01-31 09:05:30,Violence against a woman,0,1,Unknown
2025-01-31 09:05:38,Lone female detected,0,1,Unknown
2025-01-31 09:05:53,Lone female detected,0,1,Unknown
2025-01-31 09:06:01,Lone female detected,0,1,Unknown
2025-01-31 09:08:16,Lone female detected,0,1,Unknown
2025-01-31 09:08:23,Lone female detected,0,1,Unknown
2025-01-31 09:08:33,Violence against a woman,1,1,Unknown
2025-01-31 09:08:45,Lone female detected,0,1,Unknown
2025-01-31 09:08:52,Lone female detected,0,1,Unknown
2025-01-31 09:08:58,Lone female detected,0,1,Unknown
2025-01-31 09:16:25,Lone female detected,0,1,Unknown
2025-01-31 09:17:00,Lone female detected,0,1,Unknown
2025-01-31 09:17:22,Lone female detected,1,1,Unknown
2025-01-31 09:17:30,Lone female detected,0,1,Unknown
2025-01-31 09:17:37,Lone female detected,0,1,Unknown
2025-01-31 09:17:48,Lone female detected,0,1,Unknown
2025-01-31 09:53:40,Lone female detected,1,1,Unknown
2025-01-31 09:53:54,Violence against a woman,1,1,Unknown
2025-01-31 09:54:09,Lone female detected,0,1,Unknown
2025-01-31 09:54:27,Lone female detected,1,1,Unknown
2025-01-31 09:54:37,Lone female detected,0,1,Unknown
2025-01-31 12:03:14,Lone female detected,0,1,Unknown
2025-01-31 12:03:21,Lone female detected,0,1,Unknown
2025-01-31 12:03:24,Lone female detected,0,1,Unknown
2025-01-31 12:03:30,Lone female detected,0,1,Unknown
2025-01-31 12:03:33,Lone female detected,0,1,Unknown
2025-01-31 12:03:36,Lone female detected,0,1,Unknown
2025-01-31 12:03:39,Lone female detected,0,1,Unknown
2025-01-31 12:03:42,Lone female detected,0,1,Unknown
2025-01-31 12:03:46,Lone female detected,3,1,Unknown
2025-01-31 12:03:50,Lone female detected,3,1,Unknown
2025-01-31 12:03:54,Violence against a woman,3,1,Unknown
2025-01-31 12:04:02,Lone female detected,0,1,Unknown
2025-01-31 12:04:05,Lone female detected,0,1,Unknown
2025-01-31 12:04:12,Lone female detected,1,1,Unknown
2025-01-31 12:04:14,Lone female detected,0,1,Unknown
2025-01-31 12:04:17,Lone female detected,0,1,Unknown
2025-01-31 12:06:15,Lone female detected,0,1,Unknown
2025-01-31 12:06:25,Violence against a woman,1,1,Unknown
2025-01-31 12:06:29,Violence against a woman,1,1,Unknown
2025-01-31 12:06:33,Lone female detected,1,1,Unknown
2025-01-31 12:06:35,Violence against a woman,1,1,Unknown
2025-01-31 12:06:40,Lone female detected,0,1,Unknown
2025-01-31 12:06:44,Violence against a woman,1,1,Unknown
2025-01-31 12:06:48,Lone female detected,0,1,Unknown
2025-01-31 12:06:53,Lone female detected,0,1,Unknown
2025-01-31 12:06:56,Lone female detected,0,1,Unknown
2025-01-31 12:07:00,Lone female detected,0,1,Unknown
2025-01-31 12:07:05,Lone female detected,3,1,Unknown
2025-01-31 12:07:11,Lone female detected,3,1,Unknown
2025-01-31 12:07:15,Violence against a woman,3,1,Unknown
2025-01-31 12:15:49,Violence against a woman,1,1,Unknown
2025-01-31 12:15:59,Lone female detected,1,1,Unknown
2025-01-31 12:16:03,Lone female detected,0,1,Unknown
2025-01-31 12:16:08,Violence against a woman,1,1,Unknown
2025-01-31 12:16:12,Lone female detected,0,1,Unknown
2025-01-31 12:16:14,Lone female detected,0,1,Unknown
2025-01-31 12:16:17,Lone female detected,0,1,Unknown
2025-01-31 12:16:20,Lone female detected,0,1,Unknown
2025-01-31 12:16:23,Lone female detected,0,1,Unknown
2025-01-31 12:16:27,Violence against a woman,3,1,Unknown
2025-01-31 12:16:31,Lone female detected,3,1,Unknown
2025-01-31 12:16:37,Lone female detected,3,1,Unknown
2025-01-31 12:18:43,Lone female detected,0,1,Unknown
2025-01-31 12:18:47,Lone female detected,0,1,Unknown
2025-01-31 12:18:54,Lone female detected,0,1,Unknown
2025-01-31 12:19:04,Lone female detected,0,1,Unknown
2025-01-31 12:19:08,Lone female detected,0,1,Unknown
2025-01-31 12:19:12,Lone female detected,0,1,Unknown
2025-01-31 12:19:15,Lone female detected,0,1,Unknown
2025-01-31 12:19:19,Lone female detected,0,1,Unknown
2025-01-31 12:19:22,Violence against a woman,3,1,Unknown
2025-01-31 12:19:26,Lone female detected,3,1,Unknown
2025-01-31 12:19:34,Violence against a woman,3,1,Unknown
2025-01-31 12:19:48,Lone female detected,0,1,Unknown
2025-01-31 12:20:06,Lone female detected,0,1,Unknown
2025-01-31 12:20:10,Lone female detected,1,1,Unknown
2025-01-31 12:20:13,Lone female detected,0,1,Unknown
2025-01-31 12:20:16,Lone female detected,0,1,Unknown
2025-01-31 12:20:21,Violence against a woman,1,1,Unknown
2025-01-31 12:20:29,Violence against a woman,1,1,Unknown
2025-01-31 12:20:33,Lone female detected,0,1,Unknown
2025-01-31 12:20:35,Lone female detected,0,1,Unknown
2025-01-31 12:20:39,Lone female detected,0,1,Unknown
2025-01-31 12:20:42,Lone female detected,0,1,Unknown
2025-01-31 12:20:46,Lone female detected,0,1,Unknown
2025-01-31 12:20:51,Violence against a woman,3,1,Unknown
2025-01-31 12:21:00,Violence against a woman,3,1,Unknown
2025-01-31 12:21:25,Violence against a woman,1,1,Unknown
2025-01-31 12:21:29,Lone female detected,0,1,Unknown
2025-01-31 12:21:33,Lone female detected,0,1,Unknown
2025-01-31 12:21:36,Lone female detected,0,1,Unknown
2025-01-31 12:21:41,Violence against a woman,1,1,Unknown
2025-01-31 12:21:49,Lone female detected,0,1,Unknown
2025-01-31 12:21:52,Lone female detected,0,1,Unknown
2025-01-31 12:21:55,Lone female detected,0,1,Unknown
2025-01-31 12:21:57,Lone female detected,0,1,Unknown
2025-01-31 12:22:04,Lone female detected,1,1,Unknown
2025-01-31 12:22:08,Lone female detected,3,1,Unknown
2025-01-31 12:22:12,Violence against a woman,3,1,Unknown
2025-01-31 12:22:33,Lone female detected,0,1,Unknown
2025-01-31 12:22:43,Lone female detected,0,1,Unknown
2025-01-31 12:22:51,Lone female detected,0,1,Unknown
2025-01-31 12:22:55,Lone female detected,0,1,Unknown
2025-01-31 12:22:58,Violence against a woman,1,1,Unknown
2025-01-31 12:23:00,Lone female detected,0,1,Unknown
2025-01-31 12:23:03,Lone female detected,0,1,Unknown
2025-01-31 12:23:06,Lone female detected,0,1,Unknown
2025-01-31 12:23:09,Lone female detected,0,1,Unknown
2025-01-31 12:23:13,Lone female detected,3,1,Unknown
2025-01-31 12:23:19,Violence against a woman,3,1,Unknown
2025-01-31 12:23:24,Violence against a woman,3,1,Unknown
2025-01-31 12:23:53,Lone female detected,0,1,Unknown
2025-01-31 12:23:59,Lone female detected,0,1,Unknown
2025-01-31 12:24:04,Lone female detected,0,1,Unknown
2025-01-31 12:24:07,Lone female detected,0,1,Unknown
2025-01-31 12:24:10,Lone female detected,0,1,Unknown
2025-01-31 12:24:14,Lone female detected,0,1,Unknown
2025-01-31 12:24:17,Lone female detected,0,1,Unknown
2025-01-31 12:24:21,Lone female detected,0,1,Unknown
2025-01-31 12:24:24,Lone female detected,0,1,Unknown
2025-01-31 12:24:29,Violence against a woman,3,1,Unknown
2025-01-31 12:24:35,Lone female detected,3,1,Unknown
2025-01-31 12:24:39,Violence against a woman,3,1,Unknown
2025-01-31 12:26:46,Lone female detected,0,1,Unknown
2025-01-31 12:27:01,Lone female detected,0,1,Unknown
2025-01-31 12:27:05,Violence against a woman,1,1,Unknown
2025-01-31 12:27:08,Lone female detected,0,1,Unknown
2025-01-31 12:27:11,Lone female detected,0,1,Unknown
2025-01-31 12:27:14,Lone female detected,0,1,Unknown
2025-01-31 12:27:16,Lone female detected,0,1,Unknown
2025-01-31 12:27:19,Lone female detected,0,1,Unknown
2025-01-31 12:27:21,Lone female detected,0,1,Unknown
2025-01-31 12:27:28,Lone female detected,1,1,Unknown
2025-01-31 12:27:32,Lone female detected,3,1,Unknown
2025-01-31 12:27:41,Lone female detected,0,1,Unknown
2025-01-31 12:28:00,Lone female detected,0,1,Unknown
2025-01-31 12:28:05,Violence against a woman,1,1,Unknown
2025-01-31 12:28:11,Lone female detected,0,1,Unknown
2025-01-31 12:28:15,Lone female detected,0,1,Unknown
2025-01-31 12:28:19,Lone female detected,0,1,Unknown
2025-01-31 12:28:21,Lone female detected,0,1,Unknown
2025-01-31 12:28:25,Lone female detected,0,1,Unknown
2025-01-31 12:28:29,Lone female detected,0,1,Unknown
2025-01-31 12:28:32,Lone female detected,0,1,Unknown
2025-01-31 12:28:36,Lone female detected,0,1,Unknown
2025-01-31 12:33:46,Lone female detected,0,1,Unknown
2025-01-31 12:33:51,Lone female detected,0,1,Unknown
2025-01-31 12:33:55,Lone female detected,0,1,Unknown
2025-01-31 12:33:58,Lone female detected,0,1,Unknown
2025-01-31 12:34:00,Lone female detected,0,1,Unknown
2025-01-31 12:34:04,Lone female detected,0,1,Unknown
2025-01-31 12:34:08,Lone female detected,0,1,Unknown
2025-01-31 12:34:10,Lone female detected,0,1,Unknown
2025-01-31 12:34:13,Lone female detected,0,1,Unknown
2025-01-31 12:34:15,Lone female detected,0,1,Unknown
2025-01-31 12:34:18,Lone female detected,0,1,Unknown
2025-01-31 12:34:20,Lone female detected,0,1,Unknown
